crimes,temp,type
18,81,KIDNAPPING
34,81,"LIQUOR LAW VIOLATION"
1142,81,"MOTOR VEHICLE THEFT"
2051,81,NARCOTICS
3,81,OBSCENITY
185,81,"OFFENSE INVOLVING CHILDREN"
1,81,"OTHER NARCOTIC VIOLATION"
1528,81,"OTHER OFFENSE"
117,81,PROSTITUTION
1,81,"PUBLIC INDECENCY"
209,81,"PUBLIC PEACE VIOLATION"
1023,81,ROBBERY
98,81,"SEX OFFENSE"
12,81,STALKING
6009,81,THEFT
338,81,"WEAPONS VIOLATION"
39,82,ARSON
1513,82,ASSAULT
4628,82,BATTERY
1549,82,BURGLARY
2,82,"CONCEALED CARRY LICENSE VIOLATION"
112,82,"CRIM SEXUAL ASSAULT"
2715,82,"CRIMINAL DAMAGE"
535,82,"CRIMINAL TRESPASS"
999,82,"DECEPTIVE PRACTICE"
64,82,GAMBLING
56,82,HOMICIDE
91,82,"INTERFERENCE WITH PUBLIC OFFICER"
14,82,INTIMIDATION
10,82,KIDNAPPING
37,82,"LIQUOR LAW VIOLATION"
1108,82,"MOTOR VEHICLE THEFT"
2063,82,NARCOTICS
1,82,OBSCENITY
154,82,"OFFENSE INVOLVING CHILDREN"
1,82,"OTHER NARCOTIC VIOLATION"
1377,82,"OTHER OFFENSE"
133,82,PROSTITUTION
2,82,"PUBLIC INDECENCY"
165,82,"PUBLIC PEACE VIOLATION"
943,82,ROBBERY
97,82,"SEX OFFENSE"
11,82,STALKING
5474,82,THEFT
277,82,"WEAPONS VIOLATION"
28,83,ARSON
1354,83,ASSAULT
3888,83,BATTERY
1220,83,BURGLARY
3,83,"CONCEALED CARRY LICENSE VIOLATION"
93,83,"CRIM SEXUAL ASSAULT"
2188,83,"CRIMINAL DAMAGE"
494,83,"CRIMINAL TRESPASS"
859,83,"DECEPTIVE PRACTICE"
56,83,GAMBLING
36,83,HOMICIDE
77,83,"INTERFERENCE WITH PUBLIC OFFICER"
9,83,INTIMIDATION
12,83,KIDNAPPING
31,83,"LIQUOR LAW VIOLATION"
880,83,"MOTOR VEHICLE THEFT"
1583,83,NARCOTICS
2,83,NON-CRIMINAL
1,83,OBSCENITY
130,83,"OFFENSE INVOLVING CHILDREN"
1136,83,"OTHER OFFENSE"
78,83,PROSTITUTION
1,83,"PUBLIC INDECENCY"
153,83,"PUBLIC PEACE VIOLATION"
781,83,ROBBERY
71,83,"SEX OFFENSE"
16,83,STALKING
4405,83,THEFT
281,83,"WEAPONS VIOLATION"
18,84,ARSON
652,84,ASSAULT
2063,84,BATTERY
567,84,BURGLARY
4,84,"CONCEALED CARRY LICENSE VIOLATION"
51,84,"CRIM SEXUAL ASSAULT"
1050,84,"CRIMINAL DAMAGE"
208,84,"CRIMINAL TRESPASS"
421,84,"DECEPTIVE PRACTICE"
17,84,GAMBLING
26,84,HOMICIDE
43,84,"INTERFERENCE WITH PUBLIC OFFICER"
6,84,INTIMIDATION
10,84,KIDNAPPING
17,84,"LIQUOR LAW VIOLATION"
431,84,"MOTOR VEHICLE THEFT"
787,84,NARCOTICS
2,84,OBSCENITY
61,84,"OFFENSE INVOLVING CHILDREN"
522,84,"OTHER OFFENSE"
55,84,PROSTITUTION
1,84,"PUBLIC INDECENCY"
78,84,"PUBLIC PEACE VIOLATION"
369,84,ROBBERY
31,84,"SEX OFFENSE"
4,84,STALKING
2347,84,THEFT
163,84,"WEAPONS VIOLATION"
10,85,ARSON
595,85,ASSAULT
1699,85,BATTERY
500,85,BURGLARY
3,85,"CONCEALED CARRY LICENSE VIOLATION"
54,85,"CRIM SEXUAL ASSAULT"
897,85,"CRIMINAL DAMAGE"
203,85,"CRIMINAL TRESPASS"
381,85,"DECEPTIVE PRACTICE"
13,85,GAMBLING
17,85,HOMICIDE
42,85,"INTERFERENCE WITH PUBLIC OFFICER"
4,85,INTIMIDATION
4,85,KIDNAPPING
7,85,"LIQUOR LAW VIOLATION"
321,85,"MOTOR VEHICLE THEFT"
621,85,NARCOTICS
5,85,OBSCENITY
61,85,"OFFENSE INVOLVING CHILDREN"
464,85,"OTHER OFFENSE"
42,85,PROSTITUTION
63,85,"PUBLIC PEACE VIOLATION"
302,85,ROBBERY
28,85,"SEX OFFENSE"
9,85,STALKING
1911,85,THEFT
160,85,"WEAPONS VIOLATION"
15,86,ARSON
673,86,ASSAULT
2113,86,BATTERY
722,86,BURGLARY
31,86,"CRIM SEXUAL ASSAULT"
1142,86,"CRIMINAL DAMAGE"
299,86,"CRIMINAL TRESPASS"
383,86,"DECEPTIVE PRACTICE"
26,86,GAMBLING
21,86,HOMICIDE
47,86,"INTERFERENCE WITH PUBLIC OFFICER"
9,86,INTIMIDATION
6,86,KIDNAPPING
18,86,"LIQUOR LAW VIOLATION"
525,86,"MOTOR VEHICLE THEFT"
1003,86,NARCOTICS
1,86,OBSCENITY
79,86,"OFFENSE INVOLVING CHILDREN"
573,86,"OTHER OFFENSE"
59,86,PROSTITUTION
1,86,"PUBLIC INDECENCY"
105,86,"PUBLIC PEACE VIOLATION"
412,86,ROBBERY
36,86,"SEX OFFENSE"
5,86,STALKING
2383,86,THEFT
162,86,"WEAPONS VIOLATION"
5,87,ARSON
285,87,ASSAULT
845,87,BATTERY
328,87,BURGLARY
1,87,"CONCEALED CARRY LICENSE VIOLATION"
14,87,"CRIM SEXUAL ASSAULT"
491,87,"CRIMINAL DAMAGE"
107,87,"CRIMINAL TRESPASS"
203,87,"DECEPTIVE PRACTICE"
18,87,GAMBLING
11,87,HOMICIDE
23,87,"INTERFERENCE WITH PUBLIC OFFICER"
1,87,INTIMIDATION
3,87,KIDNAPPING
4,87,"LIQUOR LAW VIOLATION"
201,87,"MOTOR VEHICLE THEFT"
477,87,NARCOTICS
34,87,"OFFENSE INVOLVING CHILDREN"
1,87,"OTHER NARCOTIC VIOLATION"
230,87,"OTHER OFFENSE"
40,87,PROSTITUTION
47,87,"PUBLIC PEACE VIOLATION"
200,87,ROBBERY
13,87,"SEX OFFENSE"
1,87,STALKING
1144,87,THEFT
59,87,"WEAPONS VIOLATION"
48,88,ASSAULT
139,88,BATTERY
75,88,BURGLARY
3,88,"CRIM SEXUAL ASSAULT"
107,88,"CRIMINAL DAMAGE"
17,88,"CRIMINAL TRESPASS"
40,88,"DECEPTIVE PRACTICE"
1,88,GAMBLING
4,88,"INTERFERENCE WITH PUBLIC OFFICER"
47,88,"MOTOR VEHICLE THEFT"
100,88,NARCOTICS
4,88,"OFFENSE INVOLVING CHILDREN"
52,88,"OTHER OFFENSE"
7,88,PROSTITUTION
4,88,"PUBLIC PEACE VIOLATION"
35,88,ROBBERY
2,88,"SEX OFFENSE"
237,88,THEFT
11,88,"WEAPONS VIOLATION"
1,89,ARSON
124,89,ASSAULT
368,89,BATTERY
129,89,BURGLARY
6,89,"CRIM SEXUAL ASSAULT"
207,89,"CRIMINAL DAMAGE"
49,89,"CRIMINAL TRESPASS"
70,89,"DECEPTIVE PRACTICE"
2,89,GAMBLING
3,89,HOMICIDE
10,89,"INTERFERENCE WITH PUBLIC OFFICER"
2,89,INTIMIDATION
1,89,KIDNAPPING
1,89,"LIQUOR LAW VIOLATION"
86,89,"MOTOR VEHICLE THEFT"
194,89,NARCOTICS
9,89,"OFFENSE INVOLVING CHILDREN"
92,89,"OTHER OFFENSE"
9,89,PROSTITUTION
1,89,"PUBLIC INDECENCY"
24,89,"PUBLIC PEACE VIOLATION"
88,89,ROBBERY
4,89,"SEX OFFENSE"
4,89,STALKING
477,89,THEFT
22,89,"WEAPONS VIOLATION"
1,91,ARSON
134,91,ASSAULT
494,91,BATTERY
118,91,BURGLARY
10,91,"CRIM SEXUAL ASSAULT"
252,91,"CRIMINAL DAMAGE"
45,91,"CRIMINAL TRESPASS"
55,91,"DECEPTIVE PRACTICE"
6,91,GAMBLING
7,91,HOMICIDE
11,91,"INTERFERENCE WITH PUBLIC OFFICER"
1,91,INTIMIDATION
8,91,KIDNAPPING
1,91,"LIQUOR LAW VIOLATION"
74,91,"MOTOR VEHICLE THEFT"
196,91,NARCOTICS
14,91,"OFFENSE INVOLVING CHILDREN"
97,91,"OTHER OFFENSE"
13,91,PROSTITUTION
5,91,"PUBLIC PEACE VIOLATION"
75,91,ROBBERY
3,91,"SEX OFFENSE"
1,91,STALKING
410,91,THEFT
18,91,"WEAPONS VIOLATION"
2,93,ARSON
68,93,ASSAULT
166,93,BATTERY
80,93,BURGLARY
5,93,"CRIM SEXUAL ASSAULT"
117,93,"CRIMINAL DAMAGE"
34,93,"CRIMINAL TRESPASS"
45,93,"DECEPTIVE PRACTICE"
2,93,GAMBLING
1,93,HOMICIDE
5,93,"INTERFERENCE WITH PUBLIC OFFICER"
1,93,INTIMIDATION
1,93,KIDNAPPING
51,93,"MOTOR VEHICLE THEFT"
105,93,NARCOTICS
1,93,NON-CRIMINAL
10,93,"OFFENSE INVOLVING CHILDREN"
59,93,"OTHER OFFENSE"
10,93,PROSTITUTION
6,93,"PUBLIC PEACE VIOLATION"
23,93,ROBBERY
4,93,"SEX OFFENSE"
1,93,STALKING
214,93,THEFT
9,93,"WEAPONS VIOLATION"
